category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count,Group
Metabolism,Global and overview maps,dosa01200,Carbon metabolism,75/762,226/3900,0.331858407079646,1.69848791025016,5.33053956009711,4.00007402143661e-07,2.37972686298567e-05,1.97242176791187e-05,Os08g0366000/Os02g0601300/Os04g0106400/Os03g0781400/Os07g0529000/Os04g0459500/Os12g0632700/Os07g0176900/Os12g0625000/Os09g0446800/Os09g0509200/Os05g0402700/Os06g0246500/Os06g0611900/Os01g0711400/Os02g0244700/Os06g0136600/Os10g0503500/Os09g0465600/Os08g0439000/Os03g0248600/Os01g0654500/Os01g0817700/Os08g0431300/Os01g0905800/Os06g0608700/Os01g0337900/Os07g0181000/Os02g0621700/Os06g0486900/Os04g0107200/Os08g0434300/Os06g0486800/Os05g0429000/Os06g0548000/Os03g0267300/Os03g0416500/Os01g0188400/Os07g0410100/Os06g0564700/Os02g0232400/Os08g0154300/Os05g0574400/Os03g0815200/Os07g0604000/Os01g0328700/Os01g0574600/Os03g0330200/Os06g0664200/Os01g0874900/Os02g0595500/Os04g0479200/Os03g0773800/Os08g0126300/Os10g0552900/Os01g0276700/Os09g0408600/Os04g0650800/Os03g0266200/Os10g0204400/Os04g0119400/Os01g0723400/Os01g0841600/Os04g0490800/Os10g0390500/Os01g0829800/Os08g0440800/Os06g0668200/Os08g0547100/Os03g0169100/Os01g0866400/Os07g0617800/Os11g0538900/Os05g0194900/Os03g0129300,75,Khib
Metabolism,Global and overview maps,dosa01230,Biosynthesis of amino acids,67/762,178/3900,0.376404494382022,1.92647969565602,6.23426639876864,6.68009871960945e-09,8.48372537390401e-07,7.03168286274679e-07,Os12g0623900/Os08g0559600/Os07g0300900/Os02g0601300/Os03g0781400/Os12g0624000/Os02g0655300/Os07g0176900/Os05g0135700/Os12g0625000/Os03g0718000/Os02g0436400/Os03g0299900/Os01g0293000/Os05g0402700/Os06g0136600/Os06g0133900/Os08g0439000/Os03g0248600/Os03g0826500/Os01g0654500/Os12g0235800/Os01g0817700/Os02g0440000/Os03g0264400/Os01g0905800/Os06g0608700/Os03g0655700/Os03g0712800/Os02g0608600/Os07g0181000/Os02g0180500/Os05g0429000/Os06g0548000/Os06g0564700/Os02g0232400/Os03g0797000/Os08g0154300/Os01g0848200/Os03g0760700/Os03g0330200/Os09g0539100/Os02g0749300/Os01g0874900/Os06g0709000/Os02g0595500/Os04g0479200/Os02g0125100/Os08g0126300/Os02g0797500/Os01g0276700/Os04g0650800/Os08g0342400/Os03g0266200/Os04g0406600/Os01g0841600/Os10g0390500/Os09g0294000/Os03g0223400/Os06g0668200/Os03g0279400/Os03g0169100/Os07g0617800/Os05g0558400/Os11g0538900/Os05g0194900/Os05g0573700,67,Khib
Metabolism,Global and overview maps,dosa01240,Biosynthesis of cofactors,43/762,190/3900,0.226315789473684,1.15830915872358,1.10236018828362,0.01,0.01,0.01,Os04g0455800/Os10g0502400/Os07g0561500/Os02g0575200/Os06g0196600/Os05g0135700/Os02g0730000/Os04g0429800/Os07g0618500/Os09g0446800/Os08g0496000/Os03g0117200/Os11g0591100/Os12g0192500/Os05g0456300/Os01g0293000/Os06g0270900/Os02g0778400/Os04g0557000/Os05g0361200/Os01g0337900/Os01g0127900/Os05g0429000/Os03g0563100/Os02g0647900/Os01g0328700/Os07g0616200/Os05g0460600/Os12g0507000/Os01g0874900/Os09g0277800/Os02g0134400/Os08g0245400/Os08g0322600/Os12g0443600/Os12g0443500/Os03g0757900/Os11g0186200/Os03g0851800/Os06g0109600/Os05g0558400/Os02g0196900/Os02g0276500,43,Khib
Metabolism,Carbohydrate metabolism,dosa00010,Glycolysis / Gluconeogenesis,42/762,112/3900,0.375,1.91929133858268,4.86390213540391,5.53894913048054e-06,0.000175861634892757,0.000145761819223172,Os03g0712700/Os02g0601300/Os02g0730000/Os04g0658000/Os08g0345700/Os05g0456300/Os09g0509200/Os05g0402700/Os06g0246500/Os06g0270900/Os06g0136600/Os09g0465600/Os08g0439000/Os03g0248600/Os01g0817700/Os08g0431300/Os01g0905800/Os06g0608700/Os01g0337900/Os07g0181000/Os03g0267300/Os07g0410100/Os03g0818100/Os02g0647900/Os01g0328700/Os03g0330200/Os03g0293500/Os06g0664200/Os08g0126300/Os01g0276700/Os09g0408600/Os03g0266200/Os10g0204400/Os04g0119400/Os05g0469600/Os01g0841600/Os08g0440800/Os11g0186200/Os06g0668200/Os01g0866400/Os11g0210600/Os05g0194900,42,Khib
Genetic Information Processing,Folding, sorting and degradation,dosa04141,Protein processing in endoplasmic reticulum,34/762,156/3900,0.217948717948718,1.11548556430446,0.725353504394057,0.01,0.01,0.01,Os04g0432500/Os12g0244100/Os01g0276800/Os04g0549600/Os03g0821100/Os11g0703900/Os01g0840100/Os07g0497400/Os02g0179300/Os09g0322800/Os09g0482100/Os09g0482400/Os06g0716700/Os05g0149600/Os03g0787300/Os04g0307200/Os01g0377700/Os05g0460000/Os05g0156300/Os03g0648400/Os01g0339900/Os02g0100100/Os03g0277300/Os03g0151800/Os04g0606400/Os03g0296400/Os12g0514500/Os03g0276500/Os02g0115900/Os07g0246200/Os09g0407200/Os01g0911200/Os09g0474300/Os05g0296800,34,Khib
Metabolism,Energy metabolism,dosa00710,Carbon fixation by Calvin cycle,30/762,64/3900,0.46875,2.39911417322835,5.56072576111742,5.62140203854884e-07,2.37972686298567e-05,1.97242176791187e-05,Os08g0366000/Os02g0601300/Os03g0781400/Os04g0459500/Os12g0632700/Os07g0176900/Os05g0402700/Os02g0244700/Os10g0503500/Os01g0905800/Os06g0608700/Os08g0434300/Os06g0548000/Os03g0267300/Os01g0188400/Os08g0154300/Os05g0574400/Os06g0664200/Os03g0773800/Os08g0126300/Os10g0204400/Os01g0723400/Os01g0841600/Os10g0390500/Os01g0829800/Os06g0668200/Os03g0169100/Os01g0866400/Os07g0617800/Os03g0129300,30,Khib
Metabolism,Global and overview maps,dosa01210,2-Oxocarboxylic acid metabolism,28/762,70/3900,0.4,2.04724409448819,4.3563742936967,5.43837814239395e-05,0.00128682641558676,0.00106657804855927,Os08g0559600/Os07g0300900/Os03g0171900/Os02g0655300/Os09g0509200/Os06g0246500/Os01g0654500/Os08g0431300/Os01g0337900/Os03g0655700/Os02g0608600/Os06g0548000/Os07g0410100/Os02g0232400/Os01g0328700/Os03g0760700/Os02g0595500/Os04g0479200/Os02g0125100/Os02g0797500/Os09g0408600/Os04g0119400/Os10g0390500/Os03g0279400/Os07g0617800/Os05g0558400/Os11g0538900/Os05g0573700,28,Khib
Metabolism,Carbohydrate metabolism,dosa00620,Pyruvate metabolism,28/762,79/3900,0.354430379746835,1.81401375460979,3.60150816563106,0.000604628889907574,0.00959848362728274,0.00795564328825755,Os08g0366000/Os12g0632700/Os02g0730000/Os08g0191700/Os05g0456300/Os09g0509200/Os06g0246500/Os06g0270900/Os02g0244700/Os10g0503500/Os08g0431300/Os01g0337900/Os07g0181000/Os08g0434300/Os01g0188400/Os07g0410100/Os05g0574400/Os02g0647900/Os01g0328700/Os03g0773800/Os01g0276700/Os09g0408600/Os10g0204400/Os04g0119400/Os01g0723400/Os01g0829800/Os11g0186200/Os11g0210600,28,Khib
Metabolism,Amino acid metabolism,dosa00270,Cysteine and methionine metabolism,28/762,94/3900,0.297872340425532,1.52454347461886,2.53652213874023,0.0104955394788593,0.01,0.01,Os12g0623900/Os07g0300900/Os09g0451000/Os09g0451400/Os12g0624000/Os03g0171900/Os01g0290100/Os11g0216900/Os12g0632700/Os05g0135700/Os12g0625000/Os01g0293000/Os11g0484000/Os08g0434300/Os06g0548000/Os03g0307300/Os06g0564700/Os05g0574400/Os03g0760700/Os01g0101200/Os03g0773800/Os02g0797500/Os04g0650800/Os08g0342400/Os05g0149400/Os01g0829800/Os09g0294000/Os05g0558400,28,Khib
Metabolism,Carbohydrate metabolism,dosa00500,Starch and sucrose metabolism,28/762,125/3900,0.224,1.14645669291339,0.820036881544736,0.01,0.01,0.01,Os03g0712700/Os10g0323500/Os09g0511600/Os06g0676700/Os06g0726400/Os05g0517200/Os03g0749500/Os09g0465600/Os06g0133000/Os01g0508000/Os07g0662900/Os05g0580000/Os03g0340500/Os08g0414700/Os02g0184400/Os08g0473900/Os01g0851700/Os06g0194900/Os04g0413500/Os03g0329500/Os07g0624600/Os03g0703100/Os03g0401300/Os09g0369400/Os04g0474500/Os03g0736300/Os05g0533600/Os05g0365600,28,Khib
Metabolism,Carbohydrate metabolism,dosa00520,Amino sugar and nucleotide sugar metabolism,25/762,108/3900,0.231481481481481,1.18474773986585,0.959366349419513,0.01,0.01,0.01,Os03g0712700/Os07g0139400/Os09g0531900/Os05g0399700/Os05g0115900/Os11g0591100/Os03g0330000/Os03g0115100/Os06g0726100/Os09g0465600/Os11g0131900/Os12g0128700/Os09g0323000/Os05g0580000/Os01g0127900/Os08g0129700/Os09g0526700/Os04g0640700/Os12g0443600/Os12g0443500/Os03g0757900/Os09g0531800/Os01g0315800/Os07g0674100/Os07g0681700,25,Khib
Metabolism,Carbohydrate metabolism,dosa00630,Glyoxylate and dicarboxylate metabolism,23/762,66/3900,0.348484848484849,1.78358387019804,3.16343586999137,0.00235271915482635,0.0271632120602679,0.0225140588978598,Os04g0106400/Os07g0658400/Os07g0529000/Os12g0632700/Os06g0611900/Os01g0711400/Os01g0337900/Os03g0712800/Os06g0486900/Os04g0107200/Os08g0434300/Os06g0486800/Os05g0429000/Os02g0232400/Os05g0574400/Os01g0328700/Os01g0574600/Os01g0874900/Os03g0773800/Os04g0490800/Os01g0829800/Os03g0223400/Os11g0538900,23,Khib
Metabolism,Carbohydrate metabolism,dosa00020,Citrate cycle (TCA cycle),21/762,50/3900,0.42,2.1496062992126,4.03117271542623,0.000207144904910625,0.00375820041766419,0.00311496097609962,Os12g0632700/Os09g0509200/Os06g0246500/Os01g0654500/Os08g0431300/Os01g0337900/Os02g0621700/Os08g0434300/Os07g0410100/Os02g0232400/Os05g0574400/Os01g0328700/Os02g0595500/Os04g0479200/Os03g0773800/Os09g0408600/Os10g0204400/Os04g0119400/Os01g0829800/Os01g0300200/Os11g0538900,21,Khib
Genetic Information Processing,Translation,dosa03008,Ribosome biogenesis in eukaryotes,21/762,67/3900,0.313432835820896,1.60418380538254,2.4579028070845,0.0138539439717021,0.01,0.01,Os02g0103900/Os06g0600301/Os01g0611100/Os03g0333100/Os03g0207300/Os03g0801800/Os03g0300300/Os02g0290400/Os04g0592700/Os07g0224900/Os03g0824300/Os01g0872700/Os05g0574500/Os05g0519500/Os03g0350300/Os03g0350100/Os01g0375000/Os03g0650700/Os01g0649000/Os03g0352300/Os10g0573900,21,Khib
Metabolism,Amino acid metabolism,dosa00260,Glycine, serine and threonine metabolism,20/762,54/3900,0.37037037037037,1.89559638378536,3.26536854508844,0.00194706713553122,0.0247277526212464,0.0204954435319075,Os07g0300900/Os04g0106400/Os03g0171900/Os06g0611900/Os01g0711400/Os01g0817700/Os01g0337900/Os04g0107200/Os05g0429000/Os03g0797000/Os04g0464200/Os01g0328700/Os03g0760700/Os03g0330200/Os01g0874900/Os08g0424500/Os04g0650800/Os08g0342400/Os09g0294000/Os04g0555900,20,Khib
Metabolism,Global and overview maps,dosa01212,Fatty acid metabolism,20/762,63/3900,0.317460317460317,1.62479690038745,2.46343368180239,0.0139215902665156,0.01,0.01,Os10g0457600/Os07g0561500/Os11g0147000/Os04g0379900/Os06g0196600/Os02g0274100/Os03g0297400/Os12g0168700/Os07g0675000/Os03g0101100/Os01g0348600/Os07g0616200/Os02g0817700/Os11g0558300/Os01g0919900/Os09g0277800/Os11g0169800/Os02g0644700/Os11g0659500/Os02g0196900,20,Khib
Genetic Information Processing,Translation,dosa03013,Nucleocytoplasmic transport,20/762,80/3900,0.25,1.27952755905512,1.24470254569136,0.01,0.01,0.01,Os06g0600301/Os01g0235400/Os01g0611100/Os03g0349000/Os05g0543200/Os09g0298400/Os03g0225500/Os07g0575100/Os05g0574500/Os05g0569800/Os01g0559200/Os05g0353400/Os07g0613300/Os03g0178000/Os03g0177900/Os03g0177500/Os03g0177400/Os06g0305200/Os10g0573900/Os03g0110400,20,Khib
Genetic Information Processing,Folding, sorting and degradation,dosa03018,RNA degradation,20/762,86/3900,0.232558139534884,1.19025819446988,0.879083008749548,0.01,0.01,0.01,Os02g0102900/Os06g0136600/Os08g0439000/Os03g0248600/Os04g0533000/Os12g0403800/Os11g0176200/Os10g0462900/Os03g0143400/Os02g0774300/Os06g0589700/Os06g0300800/Os02g0782200/Os01g0872700/Os12g0277500/Os10g0412100/Os03g0266200/Os02g0641800/Os02g0722800/Os05g0194900,20,Khib
Genetic Information Processing,Translation,dosa03015,mRNA surveillance pathway,20/762,92/3900,0.217391304347826,1.11263266004793,0.538688145460691,0.01,0.01,0.01,Os04g0270100/Os10g0476600/Os07g0584500/Os09g0249700/Os02g0224200/Os05g0149800/Os06g0589700/Os03g0852900/Os03g0268000/Os12g0193200/Os07g0587400/Os05g0373900/Os02g0217500/Os06g0164100/Os03g0702800/Os02g0227400/Os08g0490300/Os03g0844500/Os04g0677800/Os08g0180000,20,Khib
Metabolism,Carbohydrate metabolism,dosa00030,Pentose phosphate pathway,19/762,48/3900,0.395833333333333,2.0259186351706,3.52385501596834,0.000997471884380337,0.0140754365907003,0.0116663378290098,Os03g0712700/Os03g0781400/Os07g0176900/Os08g0345700/Os05g0402700/Os09g0465600/Os08g0439000/Os01g0905800/Os06g0608700/Os03g0267300/Os03g0416500/Os08g0154300/Os07g0604000/Os06g0664200/Os08g0440800/Os08g0547100/Os03g0169100/Os01g0866400/Os05g0194900,19,Khib
Metabolism,Global and overview maps,dosa01200,Carbon metabolism,65/675,226/3900,0.287610619469027,1.66175024582104,4.68859153813545,7.51823326543421e-06,0.000484926045620507,0.000427352206666787,Os07g0410100/Os06g0149900/Os01g0743500/Os06g0608700/Os06g0668200/Os08g0562100/Os01g0574600/Os03g0738400/Os07g0621800/Os08g0440800/Os02g0601300/Os03g0776000/Os03g0169100/Os11g0148500/Os08g0126300/Os04g0234600/Os03g0133900/Os10g0503500/Os06g0133800/Os09g0261300/Os12g0616900/Os07g0181000/Os02g0621700/Os06g0664200/Os01g0817700/Os06g0611900/Os01g0711400/Os05g0524400/Os01g0978100/Os08g0547100/Os07g0188800/Os04g0165700/Os03g0794500/Os03g0266200/Os08g0120600/Os10g0167300/Os03g0645100/Os05g0574400/Os03g0330200/Os06g0677400/Os06g0727200/Os09g0446800/Os03g0136900/Os01g0110700/Os03g0318500/Os04g0486600/Os01g0191700/Os01g0723400/Os05g0429000/Os02g0232400/Os08g0366000/Os05g0186300/Os07g0604000/Os11g0171300/Os01g0188400/Os04g0623800/Os03g0248600/Os06g0136600/Os01g0940100/Os04g0650800/Os04g0677500/Os05g0194900/Os02g0244700/Os06g0548000/Os10g0405600,65,Kmal
Metabolism,Global and overview maps,dosa01230,Biosynthesis of amino acids,47/675,178/3900,0.264044943820225,1.52559300873908,3.28348503325896,0.00120300289111672,0.0193984216192571,0.017095304242185,Os06g0149900/Os06g0608700/Os06g0668200/Os03g0738400/Os05g0549700/Os03g0850400/Os02g0601300/Os03g0169100/Os11g0148500/Os08g0126300/Os01g0375200/Os03g0133900/Os03g0305500/Os06g0133800/Os07g0181000/Os02g0125100/Os01g0817700/Os05g0524400/Os01g0978100/Os03g0431200/Os12g0624000/Os12g0623900/Os04g0165700/Os03g0826500/Os03g0266200/Os08g0120600/Os10g0167300/Os03g0330200/Os03g0299900/Os03g0136900/Os09g0294000/Os04g0486600/Os01g0191700/Os03g0254800/Os05g0429000/Os02g0232400/Os05g0558400/Os11g0171300/Os08g0441600/Os03g0248600/Os06g0136600/Os04g0650800/Os12g0138900/Os04g0677500/Os05g0194900/Os06g0548000/Os10g0405600,47,Kmal
Metabolism,Carbohydrate metabolism,dosa00010,Glycolysis / Gluconeogenesis,41/675,112/3900,0.366071428571429,2.11507936507937,5.47738729142006,5.60597301660276e-07,7.23170519141755e-05,6.37310616624313e-05,Os07g0410100/Os06g0608700/Os06g0668200/Os07g0621800/Os08g0440800/Os02g0601300/Os03g0776000/Os11g0148500/Os08g0126300/Os07g0693100/Os04g0540600/Os11g0210300/Os12g0616900/Os07g0181000/Os06g0664200/Os01g0817700/Os05g0524400/Os11g0210500/Os06g0270900/Os06g0326400/Os03g0266200/Os08g0120600/Os02g0647900/Os10g0167300/Os02g0714200/Os03g0645100/Os03g0330200/Os11g0186200/Os05g0456300/Os03g0712700/Os04g0486600/Os01g0191700/Os11g0171300/Os03g0293500/Os03g0248600/Os03g0818100/Os06g0136600/Os01g0940100/Os04g0677500/Os05g0194900/Os10g0405600,41,Kmal
Metabolism,Global and overview maps,dosa01240,Biosynthesis of cofactors,41/675,190/3900,0.215789473684211,1.24678362573099,1.59540089284439,0.01,0.01,0.01,Os03g0738400/Os02g0276500/Os06g0187200/Os12g0192500/Os07g0561500/Os10g0369000/Os04g0540600/Os04g0676300/Os07g0616200/Os03g0801700/Os02g0572400/Os04g0610800/Os03g0851800/Os06g0270900/Os09g0345700/Os06g0109600/Os09g0553200/Os04g0557000/Os03g0117200/Os02g0647900/Os07g0618500/Os08g0245400/Os08g0566000/Os05g0573300/Os09g0446800/Os03g0268400/Os11g0186200/Os02g0273100/Os03g0130400/Os05g0456300/Os02g0708100/Os05g0429000/Os05g0558400/Os02g0701600/Os08g0532200/Os08g0248800/Os10g0417600/Os11g0591100/Os09g0277800/Os01g0527700/Os08g0496000,41,Kmal
Metabolism,Carbohydrate metabolism,dosa00620,Pyruvate metabolism,26/675,79/3900,0.329113924050633,1.90154711673699,3.70319942306072,0.000496121391607615,0.0146616600641762,0.0129209244139619,Os07g0410100/Os01g0743500/Os08g0562100/Os07g0621800/Os11g0148500/Os10g0503500/Os04g0540600/Os11g0210300/Os12g0616900/Os07g0181000/Os11g0210500/Os06g0270900/Os02g0647900/Os03g0645100/Os05g0574400/Os01g0110700/Os08g0191700/Os11g0186200/Os05g0456300/Os01g0723400/Os08g0366000/Os05g0186300/Os01g0188400/Os12g0138900/Os04g0677500/Os02g0244700,26,Kmal
Metabolism,Biosynthesis of other secondary metabolites,dosa00940,Phenylpropanoid biosynthesis,25/675,123/3900,0.203252032520325,1.1743450767841,0.898777922606175,0.01,0.01,0.01,Os06g0274800/Os04g0229100/Os03g0762400/Os07g0638400/Os08g0277200/Os06g0472900/Os07g0694300/Os06g0681600/Os07g0638300/Os02g0467600/Os08g0157500/Os09g0481400/Os05g0499300/Os02g0626400/Os02g0161800/Os08g0245200/Os06g0695400/Os09g0400000/Os05g0494000/Os08g0441500/Os05g0499400/Os06g0546500/Os01g0294700/Os03g0563600/Os05g0427400,25,Kmal
Metabolism,Carbohydrate metabolism,dosa00520,Amino sugar and nucleotide sugar metabolism,23/675,108/3900,0.212962962962963,1.23045267489712,1.11102315784134,0.01,0.01,0.01,Os05g0115900/Os06g0187200/Os07g0139400/Os03g0776000/Os04g0660400/Os09g0531800/Os06g0702500/Os07g0575500/Os08g0206900/Os04g0640700/Os07g0674100/Os03g0832600/Os09g0531900/Os09g0553200/Os03g0268400/Os03g0132900/Os03g0712700/Os03g0115100/Os05g0399700/Os04g0636100/Os10g0417600/Os11g0591100/Os01g0940100,23,Kmal
Metabolism,Carbohydrate metabolism,dosa00500,Starch and sucrose metabolism,23/675,125/3900,0.184,1.06311111111111,0.328069607713328,0.01,0.01,0.01,Os09g0511900/Os10g0323500/Os09g0511600/Os06g0133000/Os03g0776000/Os06g0194900/Os06g0726400/Os07g0510200/Os10g0465700/Os02g0778600/Os09g0376800/Os02g0534400/Os09g0553200/Os03g0749300/Os06g0129700/Os08g0509200/Os03g0212800/Os03g0712700/Os04g0413500/Os01g0940100/Os03g0224300/Os08g0445700/Os09g0255000,23,Kmal
Metabolism,Energy metabolism,dosa00710,Carbon fixation by Calvin cycle,22/675,64/3900,0.34375,1.98611111111111,3.63864917504886,0.000681937677403546,0.0146616600641762,0.0129209244139619,Os01g0743500/Os06g0608700/Os06g0668200/Os08g0562100/Os02g0601300/Os03g0169100/Os08g0126300/Os04g0234600/Os10g0503500/Os06g0133800/Os06g0664200/Os08g0120600/Os05g0574400/Os01g0110700/Os04g0486600/Os01g0723400/Os08g0366000/Os05g0186300/Os11g0171300/Os01g0188400/Os02g0244700/Os06g0548000,22,Kmal
Metabolism,Amino acid metabolism,dosa00270,Cysteine and methionine metabolism,22/675,94/3900,0.234042553191489,1.35224586288416,1.58139033572104,0.01,0.01,0.01,Os04g0669800/Os06g0149900/Os04g0578000/Os09g0453800/Os03g0850400/Os11g0216900/Os02g0773300/Os03g0133900/Os01g0978100/Os12g0624000/Os12g0623900/Os01g0290100/Os04g0165700/Os05g0475400/Os05g0574400/Os07g0408700/Os03g0171900/Os09g0294000/Os05g0558400/Os02g0302700/Os04g0650800/Os06g0548000,22,Kmal
Environmental Information Processing,Signal transduction,dosa04016,MAPK signaling pathway,21/675,107/3900,0.196261682242991,1.13395638629283,0.642728466370985,0.01,0.01,0.01,Os02g0666300/Os12g0586100/Os03g0610900/Os04g0578000/Os02g0172600/Os06g0130100/Os04g0169100/Os03g0225100/Os03g0799500/Os08g0157000/Os07g0622000/Os06g0699400/Os04g0488700/Os04g0556000/Os06g0727200/Os06g0562200/Os03g0132900/Os05g0399700/Os02g0527600/Os10g0564500/Os02g0200900,21,Kmal
Genetic Information Processing,Folding, sorting and degradation,dosa03018,RNA degradation,20/675,86/3900,0.232558139534884,1.34366925064599,1.47422306518654,0.01,0.01,0.01,Os09g0416800/Os02g0102900/Os01g0661400/Os05g0540300/Os05g0524400/Os01g0209500/Os03g0113700/Os08g0116800/Os03g0266200/Os10g0167300/Os12g0277500/Os11g0311300/Os03g0143400/Os01g0191700/Os04g0533000/Os03g0248600/Os06g0136600/Os01g0891400/Os05g0194900/Os10g0405600,20,Kmal
Metabolism,Carbohydrate metabolism,dosa00030,Pentose phosphate pathway,18/675,48/3900,0.375,2.16666666666667,3.72038524770812,0.000641819596658849,0.0146616600641762,0.0129209244139619,Os06g0608700/Os08g0440800/Os03g0776000/Os03g0169100/Os06g0133800/Os06g0664200/Os05g0524400/Os08g0547100/Os06g0326400/Os08g0120600/Os02g0714200/Os03g0318500/Os03g0712700/Os01g0191700/Os07g0604000/Os11g0171300/Os05g0194900/Os10g0405600,18,Kmal
Metabolism,Amino acid metabolism,dosa00280,Valine, leucine and isoleucine degradation,17/675,40/3900,0.425,2.45555555555556,4.23280999535951,0.000155658601274075,0.00669331985478523,0.00589864173249127,Os02g0817700/Os04g0540600/Os02g0654100/Os06g0270900/Os10g0457600/Os07g0188800/Os05g0475400/Os01g0314100/Os01g0269000/Os02g0647900/Os03g0171900/Os06g0677400/Os11g0186200/Os08g0424200/Os09g0521400/Os05g0558400/Os12g0134000,17,Kmal
Metabolism,Amino acid metabolism,dosa00260,Glycine, serine and threonine metabolism,17/675,54/3900,0.314814814814815,1.81893004115226,2.7720603902764,0.00752060032504996,0.01,0.01,Os03g0738400/Os05g0549700/Os03g0850400/Os04g0476100/Os01g0817700/Os06g0611900/Os01g0711400/Os05g0475400/Os04g0269600/Os03g0330200/Os03g0171900/Os09g0294000/Os05g0429000/Os06g0698785/Os04g0623800/Os04g0650800/Os08g0424500,17,Kmal
Metabolism,Global and overview maps,dosa01250,Biosynthesis of nucleotide sugars,17/675,77/3900,0.220779220779221,1.27561327561328,1.11739568707348,0.01,0.01,0.01,Os06g0187200/Os07g0139400/Os03g0278200/Os03g0776000/Os04g0660400/Os06g0702500/Os08g0206900/Os07g0674100/Os03g0832600/Os09g0553200/Os06g0137700/Os03g0268400/Os03g0712700/Os03g0115100/Os10g0417600/Os11g0591100/Os01g0940100,17,Kmal
Metabolism,Lipid metabolism,dosa00564,Glycerophospholipid metabolism,17/675,92/3900,0.184782608695652,1.06763285024155,0.300307914878448,0.01,0.01,0.01,Os01g0955000/Os01g0175000/Os02g0120200/Os04g0615100/Os03g0283600/Os06g0604300/Os02g0676000/Os10g0524400/Os08g0178700/Os02g0173500/Os05g0171000/Os06g0604200/Os05g0357800/Os04g0667000/Os02g0119800/Os01g0855000/Os10g0387000,17,Kmal
Metabolism,Lipid metabolism,dosa00071,Fatty acid degradation,16/675,43/3900,0.372093023255814,2.14987080103359,3.46834346786761,0.00140172232537422,0.0200913533303639,0.0177059662152533,Os07g0621800/Os02g0274100/Os11g0147000/Os01g0348600/Os02g0817700/Os01g0655800/Os04g0540600/Os11g0210300/Os11g0210500/Os11g0169800/Os06g0270900/Os10g0457600/Os01g0205600/Os02g0647900/Os11g0558300/Os11g0186200,16,Kmal
Cellular Processes,Transport and catabolism,dosa04142,Lysosome,16/675,55/3900,0.290909090909091,1.68080808080808,2.32606324630289,0.020522680890846,0.01,0.01,Os04g0537900/Os04g0311400/Os05g0115900/Os05g0543100/Os03g0208500/Os03g0251500/Os07g0257200/Os07g0620300/Os07g0575500/Os05g0539400/Os01g0834200/Os02g0805000/Os12g0581600/Os02g0469600/Os03g0101100/Os02g0644000,16,Kmal
Metabolism,Global and overview maps,dosa01212,Fatty acid metabolism,16/675,63/3900,0.253968253968254,1.4673721340388,1.71080627569257,0.01,0.01,0.01,Os02g0274100/Os07g0561500/Os03g0297400/Os11g0147000/Os01g0348600/Os02g0817700/Os01g0655800/Os07g0616200/Os01g0150000/Os11g0169800/Os10g0457600/Os01g0880800/Os06g0143400/Os11g0558300/Os03g0101100/Os09g0277800,16,Kmal
Metabolism,Global and overview maps,dosa01200,Carbon metabolism,77/728,226/3900,0.34070796460177,1.82522123893805,6.12252769781354,9.62035147259779e-09,6.1089231850996e-07,5.06334288031463e-07,Os07g0134800/Os09g0535000/Os01g0742500/Os11g0538900/Os03g0136900/Os04g0459500/Os08g0440800/Os10g0405600/Os06g0611900/Os01g0711400/Os06g0103500/Os09g0446800/Os02g0232400/Os12g0625000/Os11g0148500/Os08g0154300/Os11g0455800/Os01g0159400/Os02g0621700/Os12g0616900/Os06g0133800/Os08g0439000/Os04g0486600/Os03g0248600/Os06g0564500/Os06g0564700/Os09g0261300/Os03g0330200/Os04g0677500/Os03g0773800/Os10g0167300/Os07g0410100/Os01g0874900/Os12g0632700/Os07g0152900/Os01g0723400/Os01g0939700/Os04g0107200/Os03g0432100/Os10g0204400/Os06g0677400/Os06g0548000/Os05g0429000/Os02g0815500/Os11g0171300/Os07g0197100/Os01g0337900/Os03g0645100/Os09g0509200/Os08g0126300/Os01g0654500/Os07g0630800/Os04g0650800/Os03g0794500/Os06g0727200/Os08g0562100/Os07g0406300/Os01g0817700/Os04g0508200/Os06g0486800/Os01g0191700/Os01g0978100/Os01g0188400/Os03g0129300/Os03g0412800/Os12g0145700/Os05g0194900/Os01g0743500/Os06g0136600/Os03g0266200/Os05g0186300/Os10g0390500/Os06g0617800/Os09g0465600/Os08g0502700/Os06g0246500/Os10g0571200,77,Ksucc
