ONTOLOGY	ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count	term
MF	GO:0017111	ribonucleoside triphosphate phosphatase activity	104/1702	489/12936	0.212678936605317	1.61645988479811	5.40907110133054	2.81063560959713e-07	3.3463444367875e-05	2.84782568483075e-05	4331281/4333685/4340195/4334695/4339566/4339570/4341219/4349303/4333161/4328448/4351828/4350526/4325546/4344011/4340312/4334649/4325312/4341965/4350873/9267997/4339274/9270304/4336600/4350361/4332447/4337173/4329031/4333026/4339821/4343414/4339340/4334490/4325387/4326190/4336528/4341328/4331016/4347924/4331585/4352910/4334272/4341902/4341405/4325480/4330676/4336468/4331379/4345498/4344716/4326615/9267724/4341945/4341075/4326045/4328075/4336047/4351224/4334807/4339099/4326614/4336625/4324268/4341778/4332413/4337645/4340563/4345893/4329809/4326284/4329493/4339343/4335633/4326617/4351449/4346343/4349809/4335453/4324720/4336501/4344894/4331674/4326208/4337643/4340644/4350437/4331853/4327502/4339683/4338525/4330669/4336912/4342783/4323896/4334800/4347344/4342621/4340503/9267802/4347405/4347402/4329835/4338652/4329576/4338877	104	GO:0017111: ribonucleoside triphosphate phosphatase activity
MF	GO:0022804	active transmembrane transporter activity	90/1702	399/12936	0.225563909774436	1.71439173727503	5.64185398798171	1.18499229702872e-07	2.33048485082316e-05	1.98330289713229e-05	4331281/4340195/4345334/4328448/4340312/4341965/4327730/4339137/4332333/4336377/4341339/4326365/4331637/4351444/4349727/4332270/4329741/4343728/4338116/4352332/4327491/4350361/4332447/4351384/4332901/4349512/4331935/4337173/4330044/4332203/4327412/4336250/4330845/4347248/4326342/4343590/4352800/4338277/4329936/4331585/4344527/4352910/4333289/9270824/4341902/4333291/4341405/4325928/4336468/4343729/4330539/4345498/9267724/4338191/4326045/4337618/4349969/4325917/4324697/4336625/107275739/4341778/4337645/9272111/4326284/4339644/4338353/4327371/4331044/4351449/4341421/4324720/4339122/4331674/4337643/4331853/4332438/4334854/9272586/4345272/4336912/4342783/4323896/4335983/4347344/4342621/4348368/4342689/4331775/4338652	90	GO:0022804: active transmembrane transporter activity
MF	GO:0016887	ATP hydrolysis activity	83/1702	327/12936	0.253822629969419	1.92917129335159	6.62407319134622	1.26676563902768e-09	7.47391727026332e-07	6.36049694543373e-07	4331281/4333685/4340195/4339570/4341219/4333161/4328448/4351828/4350526/4344011/4340312/4334649/4341965/4350873/9267997/9270304/4336600/4350361/4332447/4337173/4329031/4339821/4339340/4334490/4326190/4336528/4341328/4331016/4347924/4331585/4352910/4334272/4341902/4341405/4325480/4330676/4336468/4331379/4345498/4344716/4326615/9267724/4341945/4341075/4326045/4328075/4336047/4351224/4334807/4339099/4326614/4336625/4324268/4341778/4332413/4337645/4340563/4345893/4326284/4339343/4326617/4351449/4346343/4335453/4324720/4336501/4344894/4331674/4337643/4331853/4327502/4336912/4342783/4323896/4347344/4342621/4340503/9267802/4347405/4347402/4329835/4338652/4329576	83	GO:0016887: ATP hydrolysis activity
MF	GO:0008233	peptidase activity	76/1702	481/12936	0.158004158004158	1.20090586835593	1.7477893123567	0.0491175638527617	0.01	0.01	9270395/4351851/4336523/4335507/4328737/4335455/4337022/4347361/4328965/4349163/4335170/4334194/107276269/4347403/4326667/4336553/4330916/4336009/4330987/4348543/4339279/4328060/4327852/9270304/107277438/4349822/4335504/4333413/4326550/4343226/4338009/4330241/4332395/4326500/4324348/9272686/4340166/4350724/4342085/4339818/4325596/4338899/4352103/4332219/4326529/4346337/4343460/4348376/4336641/4334387/4331955/4343400/4325964/4340563/107276109/4326617/4331402/4343783/4326161/4344181/4329339/4327502/4324982/4341667/4330617/4331282/4330133/4335833/4339870/4327861/4329350/4324970/4341884/4347174/4338128/4346934	76	GO:0008233: peptidase activity
MF	GO:0140640	catalytic activity, acting on a nucleic acid	76/1702	487/12936	0.15605749486653	1.18611031350965	1.62953417292434	0.01	0.01	0.01	4334691/4333571/4347066/4343339/4344031/4343801/4330921/4350526/4344011/4340996/4334649/9267691/4348464/4323881/4341594/4323853/9267698/4347343/4348211/4336254/4326190/4334435/4331016/4324118/4351482/4348562/4346606/4339535/4326574/4329524/4341695/4346491/4333042/4345656/4347787/4344716/9268581/4342480/4326615/4332128/4341945/4340604/4329057/4341749/107275835/4336047/4325745/4329095/4339099/4345271/4326614/4339847/107277123/9270411/4343276/4330354/4334766/4337996/4336092/9270244/4339215/4334816/4334609/4336501/4328436/4352435/4337655/4338140/4339642/4351499/4340503/4339347/4345448/4336488/4342624/4329835	76	GO:0140640: catalytic activity, acting on a nucleic acid
MF	GO:0015318	inorganic molecular entity transmembrane transporter activity	70/1702	334/12936	0.209580838323353	1.59291288163978	4.273071564366	4.09070321521708e-05	0.00200371695319714	0.00170521496284574	4331281/4345334/4328448/4328468/4340312/4341965/4329678/4332012/4332333/4336377/4341339/4331637/4332270/4342859/9270874/4352522/4332447/4328200/4331935/4345999/4327412/4336250/4330845/4347248/9267520/4352640/4352910/4334873/4335955/4345218/4341902/4340653/4342074/4336365/4325287/4347211/9267724/4345789/4337190/4349969/4324697/4338878/4336625/107275739/4341778/4331090/9272111/4338051/4327371/4331044/4351449/9266695/4339122/4330049/4331853/4345272/4334137/4333298/4336912/4342783/4325143/4335983/4345939/4338867/4342621/4336424/4349429/4347729/4331775/4346918	70	GO:0015318: inorganic molecular entity transmembrane transporter activity
MF	GO:0015075	monoatomic ion transmembrane transporter activity	66/1702	324/12936	0.203703703703704	1.54824389606998	3.89000459035235	0.000162088422605193	0.0050398547486851	0.00428904677095949	4331281/4328448/4328468/4347834/4340312/4341965/4329678/4332012/4336377/4341339/4332270/4342859/4347126/4352522/4332447/4328200/4331935/4345999/4327412/4336250/4342180/9267520/4348651/4333968/4352640/4352910/4335955/4345218/4341902/4340653/4342074/4325287/4340443/4347211/9267724/4345789/4340431/4337190/9266924/4324697/4338878/4336625/107275739/4341778/9272111/4338051/4327371/4331044/4351449/9266695/4339122/4331853/4345272/4334137/4333298/4336912/4342783/4333702/4325143/4345939/4338867/4342621/4349429/4331775/4352647/4346918	66	GO:0015075: monoatomic ion transmembrane transporter activity
MF	GO:0016798	hydrolase activity, acting on glycosyl bonds	64/1702	366/12936	0.174863387978142	1.32904394059063	2.48555047002617	0.00986031044366058	0.01	0.01	4328608/4347547/4348315/4334754/4347545/4337620/4331042/4347769/4334391/4342117/4343350/4342501/4338337/4338406/4343697/4330912/4333944/4339457/4341481/4329561/4324001/4338756/4339762/4345280/4337166/4341515/9271949/4334114/4326721/4351177/4350319/4330874/4323970/4325976/4329626/4346968/4333617/4347262/4333153/4326573/4328018/4345995/4338088/107275619/4332041/107277123/4348914/4331519/4341414/4338720/4339868/4328189/4330750/4335790/4342703/4333697/9269377/4339642/4347165/4350320/4331730/4327684/4335780/4344290	64	GO:0016798: hydrolase activity, acting on glycosyl bonds
MF	GO:0046906	tetrapyrrole binding	61/1702	451/12936	0.135254988913525	1.02800149035568	0.235597636400738	0.01	0.01	0.01	9272160/4340745/4339248/4334201/4340714/4342251/4331202/9269224/4344024/4345795/107276369/4341626/4341023/4329422/4328732/4341861/4346594/4348304/4329329/4339836/4345798/4331557/107275899/107276424/107276425/4337730/4345810/4341081/4328832/4339222/9271540/4331568/4330867/4341526/4328389/4349792/4332922/4338594/4335896/4342124/4335062/4341934/4341438/107276522/107275644/4339188/4345751/4347661/4349427/4329723/4345663/4339223/4341247/9266794/4341932/4328533/4348299/4326716/4333262/4346649/4344303	61	GO:0046906: tetrapyrrole binding
MF	GO:0016829	lyase activity	60/1702	304/12936	0.197368421052632	1.50009277011565	3.43437009543081	0.000735700215660417	0.0155022545442731	0.0131928196567676	4337823/4341496/4334917/4336750/4339521/4328997/4347752/4336402/9271676/4332425/4348564/4349718/4333898/4325444/4326503/4330881/4344382/4332596/4328147/4326883/9270894/4329733/4344260/4341801/4325155/4335048/4345656/107276016/4330036/4335977/4325309/4334640/4326266/4332356/4344545/4340604/4348176/4340008/4341749/4331117/4342935/4331547/4326138/4344858/4335094/4346274/4332286/4346699/4345387/107277365/4344637/4349897/4326769/4351434/4332519/4332253/4340042/4346906/4328859/4338861	60	GO:0016829: lyase activity
