Sn	Sp	Acc	MCC	<<Cutoff
0.676056	0.801848	0.793301	0.285505	0.0873556
0.676056	0.800821	0.792344	0.284479	0.0865359
0.676056	0.799795	0.791388	0.283458	0.0860896
0.676056	0.798768	0.790431	0.282443	0.0851387
0.676056	0.797741	0.789474	0.281432	0.0849915
0.676056	0.796715	0.788517	0.280426	0.0848719
0.676056	0.795688	0.78756	0.279425	0.0847781
0.676056	0.794661	0.786603	0.278429	0.0843541
0.676056	0.793634	0.785646	0.277437	0.0835264
0.676056	0.792608	0.784689	0.27645	0.0834958
0.676056	0.791581	0.783732	0.275468	0.0827704
0.676056	0.790554	0.782775	0.27449	0.0823183
0.676056	0.789528	0.781818	0.273517	0.0820353
0.676056	0.788501	0.780861	0.272548	0.0816401
0.676056	0.787474	0.779904	0.271584	0.0814029
0.676056	0.786448	0.778947	0.270624	0.0808802
0.676056	0.785421	0.77799	0.269668	0.0807405
0.676056	0.784394	0.777033	0.268717	0.0801455
0.676056	0.783368	0.776077	0.267769	0.0800264
0.676056	0.782341	0.77512	0.266827	0.0799573
0.676056	0.781314	0.774163	0.265888	0.0797553
0.676056	0.780287	0.773206	0.264953	0.0797504
0.676056	0.779261	0.772249	0.264023	0.0789273
0.676056	0.778234	0.771292	0.263096	0.07803
0.676056	0.777207	0.770335	0.262174	0.0777162
0.676056	0.776181	0.769378	0.261255	0.0776253
0.676056	0.775154	0.768421	0.260341	0.0769513
0.676056	0.774127	0.767464	0.25943	0.0763707
0.676056	0.773101	0.766507	0.258523	0.0756877
0.676056	0.772074	0.76555	0.25762	0.0744374
0.676056	0.771047	0.764593	0.256721	0.0742252
0.676056	0.770021	0.763636	0.255826	0.0737251
0.676056	0.768994	0.762679	0.254934	0.0735293
0.676056	0.767967	0.761722	0.254046	0.0734595
0.676056	0.76694	0.760766	0.253161	0.0732709
0.676056	0.765914	0.759809	0.252281	0.0732444
0.676056	0.764887	0.758852	0.251403	0.0730879
0.676056	0.76386	0.757895	0.25053	0.072591
0.676056	0.762834	0.756938	0.249659	0.0722723
0.676056	0.761807	0.755981	0.248793	0.072028
0.676056	0.76078	0.755024	0.247929	0.0711734
0.676056	0.759754	0.754067	0.247069	0.0711587
0.676056	0.758727	0.75311	0.246213	0.0698907
0.676056	0.7577	0.752153	0.24536	0.0696258
0.676056	0.756674	0.751196	0.24451	0.0691878
0.676056	0.755647	0.750239	0.243663	0.0688518
